Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Accessory size (product.metafields.shopify.accessory-size),Activewear clothing features (product.metafields.shopify.activewear-clothing-features),Activity (product.metafields.shopify.activity),Age group (product.metafields.shopify.age-group),Bag/Case features (product.metafields.shopify.bag-case-features),Bag/Case material (product.metafields.shopify.bag-case-material),Bag/Case storage features (product.metafields.shopify.bag-case-storage-features),Bar mounting type (product.metafields.shopify.bar-mounting-type),Bra features (product.metafields.shopify.bra-features),Bra strap type (product.metafields.shopify.bra-strap-type),Bra support level (product.metafields.shopify.bra-support-level),Care instructions (product.metafields.shopify.care-instructions),Carry options (product.metafields.shopify.carry-options),Closure type (product.metafields.shopify.closure-type),Color (product.metafields.shopify.color-pattern),Display technology (product.metafields.shopify.display-technology),Exercise equipment material (product.metafields.shopify.exercise-equipment-material),Fabric (product.metafields.shopify.fabric),Handwear material (product.metafields.shopify.handwear-material),Jump rope design (product.metafields.shopify.jump-rope-design),Material (product.metafields.shopify.material),Pants length type (product.metafields.shopify.pants-length-type),Resistance level (product.metafields.shopify.resistance-level),Support/Brace material (product.metafields.shopify.support-brace-material),Target gender (product.metafields.shopify.target-gender),Waist rise (product.metafields.shopify.waist-rise),Weight unit supported (product.metafields.shopify.weight-unit-supported),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
womens-sports-bra-breathable-workout,,,,,,,,,Orange,,,L,,,,,14:201739809#Orange;5:361385,150.0,dsers-fulfillment-service,deny,dsers-fulfillment-service,41.99,0.00,true,true,,https://cdn.shopify.com/s/files/1/0973/2607/2148/files/S46f549188e8a444d9f8b457340a9401fp.webp?v=1753932194,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0973/2607/2148/files/Sdfc95e81cf8b4724b4050879120a7ebfx.webp?v=1753932194,kg,,14.00,
womens-sports-bra-breathable-workout,,,,,,,,,Gray,,,XL,,,,,14:200203854#Gray;5:100014065,150.0,dsers-fulfillment-service,deny,dsers-fulfillment-service,41.99,0.00,true,true,,https://cdn.shopify.com/s/files/1/0973/2607/2148/files/Sd65bd12fe4404f8897f5f70ba1691a12s.webp?v=1753932194,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0973/2607/2148/files/S8df3f910ab2c4f5db2f7908cd5de118fM.webp?v=1753932196,kg,,14.00,
womens-sports-bra-breathable-workout,,,,,,,,,Orange,,,S,,,,,14:201739809#Orange;5:100014064,150.0,dsers-fulfillment-service,deny,dsers-fulfillment-service,41.99,0.00,true,true,,https://cdn.shopify.com/s/files/1/0973/2607/2148/files/S0b55a47dd52747e4a32a8eb31438ac02c.webp?v=1753932194,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0973/2607/2148/files/Sdfc95e81cf8b4724b4050879120a7ebfx.webp?v=1753932194,kg,,13.72,
womens-sports-bra-breathable-workout,,,,,,,,,Green,,,M,,,,,14:100015911#Green;5:361386,150.0,dsers-fulfillment-service,deny,dsers-fulfillment-service,42.99,0.00,true,true,,https://cdn.shopify.com/s/files/1/0973/2607/2148/files/Sff2e96d6a51c4eed8cf7662107e6362d8.webp?v=1753932196,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0973/2607/2148/files/S15df3fc82845420cb5ef6ffb6d3a76dfY.webp?v=1753932197,kg,,14.01,
womens-sports-bra-breathable-workout,,,,,,,,,Green,,,L,,,,,14:100015911#Green;5:361385,150.0,dsers-fulfillment-service,deny,dsers-fulfillment-service,41.99,0.00,true,true,,https://cdn.shopify.com/s/files/1/0973/2607/2148/files/S355b5959ad9f46aba6218ec97b3bb9daE.webp?v=1753932195,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0973/2607/2148/files/S15df3fc82845420cb5ef6ffb6d3a76dfY.webp?v=1753932197,kg,,13.92,
womens-sports-bra-breathable-workout,,,,,,,,,Black,,,XL,,,,,14:100012855#Black;5:100014065,150.0,dsers-fulfillment-service,deny,dsers-fulfillment-service,42.99,0.00,true,true,,https://cdn.shopify.com/s/files/1/0973/2607/2148/files/S5e3aa455e46c465bb66cd296b638b521q.webp?v=1753932197,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0973/2607/2148/files/Sd2eb2725317344a3bd5dc76417d8e033C.webp?v=1753932195,kg,,14.15,
womens-sports-bra-breathable-workout,,,,,,,,,Green,,,S,,,,,14:100015911#Green;5:100014064,150.0,dsers-fulfillment-service,deny,dsers-fulfillment-service,41.99,0.00,true,true,,https://cdn.shopify.com/s/files/1/0973/2607/2148/files/S31bb9b04123f4340974c89a32e094c29g.webp?v=1753932195,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0973/2607/2148/files/S15df3fc82845420cb5ef6ffb6d3a76dfY.webp?v=1753932197,kg,,13.96,
womens-sports-bra-breathable-workout,,,,,,,,,White,,,M,,,,,14:200004891#White;5:361386,150.0,dsers-fulfillment-service,deny,dsers-fulfillment-service,41.99,0.00,true,true,,https://cdn.shopify.com/s/files/1/0973/2607/2148/files/S2297528e2ae245fe91ba5019093bd6b90.webp?v=1753932194,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0973/2607/2148/files/S1dbb0705d9dc4dca8d23cf9f9e850337S.webp?v=1753932193,kg,,13.92,
womens-sports-bra-breathable-workout,,,,,,,,,Camouflage,,,L,,,,,14:1254#Camouflage;5:361385,150.0,dsers-fulfillment-service,deny,dsers-fulfillment-service,42.99,0.00,true,true,,https://cdn.shopify.com/s/files/1/0973/2607/2148/files/Sb92dfe60c9574e5a89e40229af141957D.webp?v=1753932195,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0973/2607/2148/files/Sd61c880a93034345ad6e94f8d4fdac70v.webp?v=1753932197,kg,,14.15,
womens-sports-bra-breathable-workout,,,,,,,,,White,,,L,,,,,14:200004891#White;5:361385,150.0,dsers-fulfillment-service,deny,dsers-fulfillment-service,41.99,0.00,true,true,,https://cdn.shopify.com/s/files/1/0973/2607/2148/files/S94351f1ad3124b5e981ee2f9125a2e7fp.webp?v=1753932196,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0973/2607/2148/files/S1dbb0705d9dc4dca8d23cf9f9e850337S.webp?v=1753932193,kg,,13.92,
womens-sports-bra-breathable-workout,,,,,,,,,Camouflage,,,XL,,,,,14:1254#Camouflage;5:100014065,150.0,dsers-fulfillment-service,deny,dsers-fulfillment-service,42.99,0.00,true,true,,https://cdn.shopify.com/s/files/1/0973/2607/2148/files/S73d5a6fb565944bfa32b3ef2232c8fbb0.webp?v=1753932193,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0973/2607/2148/files/Sd61c880a93034345ad6e94f8d4fdac70v.webp?v=1753932197,kg,,14.15,
womens-sports-bra-breathable-workout,,,,,,,,,Green,,,XL,,,,,14:100015911#Green;5:100014065,150.0,dsers-fulfillment-service,deny,dsers-fulfillment-service,41.99,0.00,true,true,,https://cdn.shopify.com/s/files/1/0973/2607/2148/files/Sb511241161d1482eb08ccd2d8cd00e16G.webp?v=1753932195,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0973/2607/2148/files/S15df3fc82845420cb5ef6ffb6d3a76dfY.webp?v=1753932197,kg,,14.00,
womens-sports-bra-breathable-workout,,,,,,,,,White,,,S,,,,,14:200004891#White;5:100014064,150.0,dsers-fulfillment-service,deny,dsers-fulfillment-service,41.99,0.00,true,true,,https://cdn.shopify.com/s/files/1/0973/2607/2148/files/S0e1575f7a3a64ab2ab0e268169820fc4u.webp?v=1753932193,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0973/2607/2148/files/S1dbb0705d9dc4dca8d23cf9f9e850337S.webp?v=1753932193,kg,,13.84,
womens-sports-bra-breathable-workout,,,,,,,,,Blue,,,M,,,,,14:100011056#Blue;5:361386,150.0,dsers-fulfillment-service,deny,dsers-fulfillment-service,41.99,0.00,true,true,,https://cdn.shopify.com/s/files/1/0973/2607/2148/files/Sd41a5e6d90944fbdba8d6738dbe7627fg.webp?v=1753932193,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0973/2607/2148/files/S2152ea010b0748c2847d490bee18163aK.webp?v=1753932196,kg,,13.92,
womens-sports-bra-breathable-workout,,,,,,,,,Leopard Print,,,L,,,,,14:12983870258#Leopard Print;5:361385,150.0,dsers-fulfillment-service,deny,dsers-fulfillment-service,42.99,0.00,true,true,,https://cdn.shopify.com/s/files/1/0973/2607/2148/files/S1cbc53253e0b4a80a5362277323642c31.webp?v=1753932195,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0973/2607/2148/files/Sec7824794bff416d9c927bd072d268f7U.webp?v=1753932197,kg,,14.15,
womens-sports-bra-breathable-workout,,,,,,,,,Blue,,,L,,,,,14:100011056#Blue;5:361385,150.0,dsers-fulfillment-service,deny,dsers-fulfillment-service,41.99,0.00,true,true,,https://cdn.shopify.com/s/files/1/0973/2607/2148/files/S56bc6568ea38488e8e998ea16cc00e61R_7c52731b-72b7-48b4-aa6b-db30eaaf610d.webp?v=1753932195,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0973/2607/2148/files/S2152ea010b0748c2847d490bee18163aK.webp?v=1753932196,kg,,13.89,
womens-sports-bra-breathable-workout,,,,,,,,,Leopard Print,,,XL,,,,,14:12983870258#Leopard Print;5:100014065,150.0,dsers-fulfillment-service,deny,dsers-fulfillment-service,42.99,0.00,true,true,,https://cdn.shopify.com/s/files/1/0973/2607/2148/files/Sde449b2cfb6d4aae9e9861b3f0bebed5D.webp?v=1753932195,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0973/2607/2148/files/Sec7824794bff416d9c927bd072d268f7U.webp?v=1753932197,kg,,14.15,
womens-sports-bra-breathable-workout,,,,,,,,,Camouflage,,,S,,,,,14:1254#Camouflage;5:100014064,150.0,dsers-fulfillment-service,deny,dsers-fulfillment-service,41.99,0.00,true,true,,https://cdn.shopify.com/s/files/1/0973/2607/2148/files/Sbf5468ae64b84191b11c574c4b1646443.webp?v=1753932197,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0973/2607/2148/files/Sd61c880a93034345ad6e94f8d4fdac70v.webp?v=1753932197,kg,,13.73,
womens-sports-bra-breathable-workout,,,,,,,,,Blue,,,S,,,,,14:100011056#Blue;5:100014064,150.0,dsers-fulfillment-service,deny,dsers-fulfillment-service,41.99,0.00,true,true,,https://cdn.shopify.com/s/files/1/0973/2607/2148/files/S1dbb0705d9dc4dca8d23cf9f9e850337S.webp?v=1753932193,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0973/2607/2148/files/S2152ea010b0748c2847d490bee18163aK.webp?v=1753932196,kg,,13.87,
womens-sports-bra-breathable-workout,,,,,,,,,Camouflage,,,M,,,,,14:1254#Camouflage;5:361386,150.0,dsers-fulfillment-service,deny,dsers-fulfillment-service,42.99,0.00,true,true,,https://cdn.shopify.com/s/files/1/0973/2607/2148/files/Sd2eb2725317344a3bd5dc76417d8e033C.webp?v=1753932195,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0973/2607/2148/files/Sd61c880a93034345ad6e94f8d4fdac70v.webp?v=1753932197,kg,,14.15,
womens-sports-bra-breathable-workout,,,,,,,,,Black,,,M,,,,,14:100012855#Black;5:361386,150.0,dsers-fulfillment-service,deny,dsers-fulfillment-service,41.99,0.00,true,true,,https://cdn.shopify.com/s/files/1/0973/2607/2148/files/Sd61c880a93034345ad6e94f8d4fdac70v.webp?v=1753932197,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0973/2607/2148/files/Sd2eb2725317344a3bd5dc76417d8e033C.webp?v=1753932195,kg,,13.92,
womens-sports-bra-breathable-workout,,,,,,,,,Drak Brown,,,L,,,,,14:11859821966#Drak Brown;5:361385,150.0,dsers-fulfillment-service,deny,dsers-fulfillment-service,42.99,0.00,true,true,,https://cdn.shopify.com/s/files/1/0973/2607/2148/files/Sec7824794bff416d9c927bd072d268f7U.webp?v=1753932197,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0973/2607/2148/files/S2eadcb516c8d4d63bd2d4279d0ae4786O.webp?v=1753932194,kg,,14.01,
womens-sports-bra-breathable-workout,,,,,,,,,Black,,,L,,,,,14:100012855#Black;5:361385,150.0,dsers-fulfillment-service,deny,dsers-fulfillment-service,42.99,0.00,true,true,,https://cdn.shopify.com/s/files/1/0973/2607/2148/files/Sdfc95e81cf8b4724b4050879120a7ebfx.webp?v=1753932194,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0973/2607/2148/files/Sd2eb2725317344a3bd5dc76417d8e033C.webp?v=1753932195,kg,,14.03,
womens-sports-bra-breathable-workout,,,,,,,,,Drak Brown,,,XL,,,,,14:11859821966#Drak Brown;5:100014065,150.0,dsers-fulfillment-service,deny,dsers-fulfillment-service,42.99,0.00,true,true,,https://cdn.shopify.com/s/files/1/0973/2607/2148/files/S8df3f910ab2c4f5db2f7908cd5de118fM.webp?v=1753932196,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0973/2607/2148/files/S2eadcb516c8d4d63bd2d4279d0ae4786O.webp?v=1753932194,kg,,14.15,
womens-sports-bra-breathable-workout,,,,,,,,,Blue,,,XL,,,,,14:100011056#Blue;5:100014065,150.0,dsers-fulfillment-service,deny,dsers-fulfillment-service,41.99,0.00,true,true,,https://cdn.shopify.com/s/files/1/0973/2607/2148/files/S15df3fc82845420cb5ef6ffb6d3a76dfY.webp?v=1753932197,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0973/2607/2148/files/S2152ea010b0748c2847d490bee18163aK.webp?v=1753932196,kg,,14.00,
womens-sports-bra-breathable-workout,,,,,,,,,Leopard Print,,,S,,,,,14:12983870258#Leopard Print;5:100014064,150.0,dsers-fulfillment-service,deny,dsers-fulfillment-service,41.99,0.00,true,true,,https://cdn.shopify.com/s/files/1/0973/2607/2148/files/S2152ea010b0748c2847d490bee18163aK.webp?v=1753932196,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0973/2607/2148/files/Sec7824794bff416d9c927bd072d268f7U.webp?v=1753932197,kg,,13.84,
womens-sports-bra-breathable-workout,,,,,,,,,Black,,,S,,,,,14:100012855#Black;5:100014064,150.0,dsers-fulfillment-service,deny,dsers-fulfillment-service,41.99,0.00,true,true,,https://cdn.shopify.com/s/files/1/0973/2607/2148/files/S2eadcb516c8d4d63bd2d4279d0ae4786O.webp?v=1753932194,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0973/2607/2148/files/Sd2eb2725317344a3bd5dc76417d8e033C.webp?v=1753932195,kg,,13.84,
womens-sports-bra-breathable-workout,,,,,,,,,Leopard Print,,,M,,,,,14:12983870258#Leopard Print;5:361386,150.0,dsers-fulfillment-service,deny,dsers-fulfillment-service,42.99,0.00,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0973/2607/2148/files/Sec7824794bff416d9c927bd072d268f7U.webp?v=1753932197,kg,,14.15,
